train_input_1,train_input_2,train_output_1
[485 162 -829 -748 -864 -39 -281 -97 -467 -276 -569 -993 944 848 -817 977 -169 18 -36 231 988 -973 133 769 903 650 -865 120 514],[674 -594 -88 78 885 -958 -993 -131 -734 -562 -714 570 782 33 -874 103 355 -911 -946 -293 -20 345 -736 265 -606 131 -416 199 -484],[1159 -432 -917 -670 21 -997 -1274 -228 -1201 -838 -1283 -423 1726 881 -1691 1080 186 -893 -982 -62 968 -628 -603 1034 297 781 -1281 319 30]
[-618 -132 -74 -33 -148 -367 294 -57 374 -911 210],[-484 926 311 -893 428 -898 650 -95 -811 24 45],[-1102 794 237 -926 280 -1265 944 -152 -437 -887 255]
[-993 -845 -58 -761 733 593 -873 -884 -284 -999 816 -354 71 216 -202 450 -58 -571 548 857 294 -881],[-921 413 44 -39 713 -106 -218 -813 636 -862 -512 635 -356 556 254 -243 917 -430 713 -757 169 209],[-1914 -432 -14 -800 1446 487 -1091 -1697 352 -1861 304 281 -285 772 52 207 859 -1001 1261 100 463 -672]
[-26 -646 -687 -773 -388 -800 898 100 778 -320 -370 881 -871 360 -376 -113 999 285 -914 553 -399 537 -779 402 -97 -282 -458 596 -7 15 -485 333 -681 -475 271 191 226 -302],[368 754 -874 4 -535 -792 911 -380 -149 20 107 -768 -463 -577 848 955 562 -106 -880 587 -530 -257 556 145 806 30 353 807 -79 -321 -399 357 494 46 -824 -426 -841 -478],[342 108 -1561 -769 -923 -1592 1809 -280 629 -300 -263 113 -1334 -217 472 842 1561 179 -1794 1140 -929 280 -223 547 709 -252 -105 1403 -86 -306 -884 690 -187 -429 -553 -235 -615 -780]
[950 -582 903 976 55 362 655 856 -113 111 -358 -498 677 -818 403 943 852 -565 -378 993 -667 213 -971 154 -874 997 387 -485 155 -171 -321 528 -884 112 -679],[726 -872 802 315 -28 -27 779 945 -275 -441 -194 688 85 893 -222 573 -204 889 186 899 -125 -529 651 -485 523 -367 -422 277 433 -683 -165 349 571 -523 -944],[1676 -1454 1705 1291 27 335 1434 1801 -388 -330 -552 190 762 75 181 1516 648 324 -192 1892 -792 -316 -320 -331 -351 630 -35 -208 588 -854 -486 877 -313 -411 -1623]
[530 -536 -566 812 -447 768 957 292 161 263 869 514 -440 1 294 364 -723 -389 299 57 688 -256 -818 -767 848 -627 674 52 5 209 208 442 584 142 -566 943 149 892 -903 915 528 362 416 768 -392 665 -560 578 -1000],[-132 668 -851 -205 -258 -683 -70 -284 589 393 -762 497 401 549 159 -419 -27 582 964 -549 342 744 873 666 69 -917 626 203 178 361 13 863 -169 -688 456 435 349 -737 353 264 273 367 576 589 716 895 -849 766 -256],[398 132 -1417 607 -705 85 887 8 750 656 107 1011 -39 550 453 -55 -750 193 1263 -492 1030 488 55 -101 917 -1544 1300 255 183 570 221 1305 415 -546 -110 1378 498 155 -550 1179 801 729 992 1357 324 1560 -1409 1344 -1256]
[-464 456 793 -498 -46 271 782 495 -174 -361 147 -946 -824 460 -816 -532 28 608 975 -631 -462 730 -649 -384 -600 726 -532 327 535 -938 625 421 -502 772 -152 170 675 588 695 831 -425 -992 379 806 452 556],[-547 712 -317 868 579 984 834 162 746 617 -76 385 840 -879 -25 -739 608 653 889 219 -977 459 700 219 256 592 -895 -129 -942 231 745 -433 761 -489 -9 -554 -882 -290 -892 -224 -919 -123 -665 930 -204 -996],[-1011 1168 476 370 533 1255 1616 657 572 256 71 -561 16 -419 -841 -1271 636 1261 1864 -412 -1439 1189 51 -165 -344 1318 -1427 198 -407 -707 1370 -12 259 283 -161 -384 -207 298 -197 607 -1344 -1115 -286 1736 248 -440]
[-758 124 -907 653 355 -569 664 744 405 421 -260 767 -385 -852 -976 -730 -719 827 -629 561 158 393 -754 995 -96 -626 727 -259 -574 251 -735 -81 590 -167 100],[-863 -407 554 -602 323 775 -803 -778 660 366 624 206 -313 -102 760 -234 -67 -843 -38 984 887 957 831 -14 -201 647 817 -486 912 479 722 638 -735 700 20],[-1621 -283 -353 51 678 206 -139 -34 1065 787 364 973 -698 -954 -216 -964 -786 -16 -667 1545 1045 1350 77 981 -297 21 1544 -745 338 730 -13 557 -145 533 120]
[537 124 772 545 -201],[481 273 -640 -852 747],[1018 397 132 -307 546]
[-689 778 -194 432 403 -954 222 -603 -477 -725 901],[28 756 -426 302 -961 109 924 557 -596 -280 693],[-661 1534 -620 734 -558 -845 1146 -46 -1073 -1005 1594]
[27 164 379 498 -903 845 600 771 342 186 -419 -922 267 -303 -955 -914 312 -307 -678 -384 -610 -445 -50 -224 -461 2 -393 -605 118 995 -911 -701 -798 153 129 -137 839 548 -682 902 -727 353 307],[504 -20 -155 195 116 978 529 100 -558 -800 59 -147 442 -224 866 950 -127 -240 59 -820 -297 -56 368 -467 578 -774 -398 481 -4 888 -100 107 207 714 687 -246 777 -186 617 -984 495 662 677],[531 144 224 693 -787 1823 1129 871 -216 -614 -360 -1069 709 -527 -89 36 185 -547 -619 -1204 -907 -501 318 -691 117 -772 -791 -124 114 1883 -1011 -594 -591 867 816 -383 1616 362 -65 -82 -232 1015 984]
[-448 -389 -663 145 -168 577 341 129 -568 611 -244 -181 964 109 -226 972 -10 -322 744 550 -506 -674 -878 -540 -764 -786 -500 -558 948 553 171 -2 -421 652 713 620 -440 -79 597 521 -165 963 281 -636 985 776 456 -443],[-960 952 461 23 -581 -121 -23 -150 358 -609 -248 218 -34 -497 625 612 91 -668 902 -191 -582 614 636 906 326 123 448 205 -293 -528 685 -937 -91 183 146 756 112 715 767 884 891 522 -962 -759 985 172 -396 637],[-1408 563 -202 168 -749 456 318 -21 -210 2 -492 37 930 -388 399 1584 81 -990 1646 359 -1088 -60 -242 366 -438 -663 -52 -353 655 25 856 -939 -512 835 859 1376 -328 636 1364 1405 726 1485 -681 -1395 1970 948 60 194]
[-927 -523 -274 -44 185 -457 620 349 -767 762 961 107 -998 317 723 -564 -621 -64 -535 764 175 -865],[-79 -483 901 -168 -838 14 -750 300 694 -50 494 -988 876 623 12 518 86 -293 504 -761 80 876],[-1006 -1006 627 -212 -653 -443 -130 649 -73 712 1455 -881 -122 940 735 -46 -535 -357 -31 3 255 11]
[219 724 -523 -755 -526 -496 -521 -973 -708 17 -568 739 689 -858 487 479 -455 -91 143 715 -54 -156 -591 -647 676 524 26 -144 624 404 922 611 509 486 -177 809 703 -250 -652 -271 689 204 -6 180 506 747 -182],[154 899 366 999 -167 623 451 -28 -739 -333 245 800 -60 -556 -187 -681 755 -171 -174 -541 829 -212 114 -70 198 356 -539 701 520 772 -786 943 322 -822 193 -68 33 196 -973 -89 71 -730 122 -314 538 103 978],[373 1623 -157 244 -693 127 -70 -1001 -1447 -316 -323 1539 629 -1414 300 -202 300 -262 -31 174 775 -368 -477 -717 874 880 -513 557 1144 1176 136 1554 831 -336 16 741 736 -54 -1625 -360 760 -526 116 -134 1044 850 796]
[-324 193 722 -399 -649 313 -7 -595 642 -77 651 -891 757 -297 435 -204 4 521 287 -850 756 -839 -85 -132 313 -860 -343 58 -665 -975 -806 5 730 663 -926 -715 -740 -438 -420 592 663 529 -307 424 -441 -74 396],[-461 -987 65 -109 -625 289 -594 656 217 -789 632 890 -544 299 -152 207 -85 381 -280 -482 958 422 -808 -112 -599 -130 405 -606 133 -85 705 567 -164 467 -128 -631 387 316 -111 -823 -974 -62 -554 8 860 875 879],[-785 -794 787 -508 -1274 602 -601 61 859 -866 1283 -1 213 2 283 3 -81 902 7 -1332 1714 -417 -893 -244 -286 -990 62 -548 -532 -1060 -101 572 566 1130 -1054 -1346 -353 -122 -531 -231 -311 467 -861 432 419 801 1275]
[873 -46 -888 -872 -493 936 -980 88 -183 993 -310 -175 986 -811 -61 -237 900 -350 -430 495 511 631 68 451 935 663 804 -526 -248 -994 -389 -54 635 -511 -491 827 -259 976 -394 -456 -673 -173 127 480 -532 294 -840],[-737 339 -845 328 -734 727 833 733 -649 -474 817 550 -597 -886 -574 612 -145 -995 677 317 -536 -25 409 -247 282 208 579 457 -579 156 952 68 200 563 142 470 31 819 -18 804 -109 -250 45 -337 -328 -677 -464],[136 293 -1733 -544 -1227 1663 -147 821 -832 519 507 375 389 -1697 -635 375 755 -1345 247 812 -25 606 477 204 1217 871 1383 -69 -827 -838 563 14 835 52 -349 1297 -228 1795 -412 348 -782 -423 172 143 -860 -383 -1304]
[-906 -463 535 -270 287 946 560 -756 -508 143 -631 -205 881 -638 958 507 853 334 -143 -490 -767 362 536 644 890 -201 -763 274 -250 856 -327],[948 -358 -848 858 -605 949 -265 -914 -398 11 -626 919 692 -615 -462 -474 -903 -216 620 418 53 468 -453 -413 -649 885 -266 -614 -489 -993 134],[42 -821 -313 588 -318 1895 295 -1670 -906 154 -1257 714 1573 -1253 496 33 -50 118 477 -72 -714 830 83 231 241 684 -1029 -340 -739 -137 -193]
[910 236 -242 -492 853 -546 -317 550 306 854 284 61 -470 797 981 202 -464 -674 -27 -841 128 55 170 399 776 149 -885],[733 418 99 624 -606 -384 734 448 597 166 -89 -23 104 -733 -78 -256 420 -734 323 -602 294 -235 -664 -936 -417 47 -735],[1643 654 -143 132 247 -930 417 998 903 1020 195 38 -366 64 903 -54 -44 -1408 296 -1443 422 -180 -494 -537 359 196 -1620]
[788 170 -706 -862 -933 -173 -69 -46 -898 141 906 -523 719 548 614 339 876 303],[123 334 166 167 -788 -334 754 365 -16 980 781 124 -523 864 685 -398 -576 692],[911 504 -540 -695 -1721 -507 685 319 -914 1121 1687 -399 196 1412 1299 -59 300 995]
[-61 -82 -163 38 -583 417 -949 -808 932 -492 497 464 205],[317 -346 466 -212 -910 781 607 -849 -529 -447 -782 948 -215],[256 -428 303 -174 -1493 1198 -342 -1657 403 -939 -285 1412 -10]
[1000 412 -261 19 -957 211 733 -198 -59 468],[-91 767 -301 -545 -219 991 691 143 -550 -365],[909 1179 -562 -526 -1176 1202 1424 -55 -609 103]
[55 -579 124 459 563 789 807 319 504 -442 -394 325 -672 945 519 -562 -821 -128 -716 -327 450 -703 -361],[575 -909 576 529 -651 -664 -28 -290 99 -411 172 679 796 562 941 421 655 -382 958 472 504 -582 -569],[630 -1488 700 988 -88 125 779 29 603 -853 -222 1004 124 1507 1460 -141 -166 -510 242 145 954 -1285 -930]
[240 351 -37 -694 339 647 -422 595 958 427 -583 228 769 381 870 -917 706 -419 39 -203 253 120 -329 -364 -753 706 -444 -731 27 236 -528 -103 165 -845 543 -617 -97 282 984 390 -862 -527 199 -22 600 -716 -447 -228],[204 229 -112 -192 -449 677 888 -124 -948 -499 -211 315 970 592 873 441 997 -264 -760 -178 970 257 -245 687 553 -490 -468 -762 290 519 -426 -826 721 307 627 164 -141 138 220 661 -905 -120 64 -829 -462 969 -264 -950],[444 580 -149 -886 -110 1324 466 471 10 -72 -794 543 1739 973 1743 -476 1703 -683 -721 -381 1223 377 -574 323 -200 216 -912 -1493 317 755 -954 -929 886 -538 1170 -453 -238 420 1204 1051 -1767 -647 263 -851 138 253 -711 -1178]
[-92 -451 -985 -856 -816 -521 -321 851 -485 684 -950 470 -582 757 89 304 -509 763 -776 -967 224 -916 257 785 -566 40 332 -304 -564 -857 -414 568 -253],[667 -99 -310 -445 -501 -258 177 -27 737 515 -211 -843 40 -870 12 274 371 -225 752 -325 -460 -373 457 806 439 881 643 -114 707 665 836 -551 -742],[575 -550 -1295 -1301 -1317 -779 -144 824 252 1199 -1161 -373 -542 -113 101 578 -138 538 -24 -1292 -236 -1289 714 1591 -127 921 975 -418 143 -192 422 17 -995]
[-579 -29 92 81 -590 -298 469 -645 -668 193 -150 -718 -924 -463 302 656 -734 574 -800 -234 -592 432 -276 -489 -203 211 -851 -588 -983],[-748 405 73 433 -256 738 -596 284 -607 121 -389 493 -158 -811 175 -672 799 -400 774 191 771 -610 -768 -54 -933 -55 624 -128 -314],[-1327 376 165 514 -846 440 -127 -361 -1275 314 -539 -225 -1082 -1274 477 -16 65 174 -26 -43 179 -178 -1044 -543 -1136 156 -227 -716 -1297]
[495 925 881 -205 333 -676 -665 934 278 -535 -706 758 316 -245 -579 247 -401 -303 -307 -975 339 -650 -376 -649 -271 -406 -509 796 463 555 -584 -309 -813 -53 584 665 209 675 -393 748 -514 -383 692 420],[183 -173 -236 842 -566 -678 -1000 -755 -179 -361 303 592 114 -460 192 625 980 944 419 576 355 -294 -305 652 763 -645 24 -950 -157 -449 892 978 395 999 947 -949 562 -632 711 903 -91 -921 516 -952],[678 752 645 637 -233 -1354 -1665 179 99 -896 -403 1350 430 -705 -387 872 579 641 112 -399 694 -944 -681 3 492 -1051 -485 -154 306 106 308 669 -418 946 1531 -284 771 43 318 1651 -605 -1304 1208 -532]
[112 -851 758 416 -506 -997 366 -724 932 -81 278 849 652 552 -971 705],[9 -231 666 294 426 402 -776 660 -509 495 908 960 -893 675 731 -422],[121 -1082 1424 710 -80 -595 -410 -64 423 414 1186 1809 -241 1227 -240 283]
[486 -999 -609 479 221 -884 829 443 110 688 -482 553 -599 935 369 318 -850 868 270 -805 -310 -697 -349 323 111 -720 124 48 -825 -812 562 -137 -366 -881 152],[186 408 212 485 142 918 783 -866 -377 472 -546 259 -874 -682 805 -655 -701 96 -258 13 -732 463 875 413 -297 -896 -886 705 82 956 -502 -241 -574 221 -216],[672 -591 -397 964 363 34 1612 -423 -267 1160 -1028 812 -1473 253 1174 -337 -1551 964 12 -792 -1042 -234 526 736 -186 -1616 -762 753 -743 144 60 -378 -940 -660 -64]
[573 19 515 -279 -722 -932 -806 361 901 571 713 -46 -710 -6 -931 -586 790 -999 -124 -358 -630 265 -223 130 -587 -366 675 674 203 105 928 687 680 -118 7 -429],[-592 895 -975 -8 -840 132 458 -160 -825 -968 -285 679 853 245 -813 896 523 -676 -972 -824 -905 479 40 170 -650 49 579 370 372 -766 -48 439 -488 866 -593 -629],[-19 914 -460 -287 -1562 -800 -348 201 76 -397 428 633 143 239 -1744 310 1313 -1675 -1096 -1182 -1535 744 -183 300 -1237 -317 1254 1044 575 -661 880 1126 192 748 -586 -1058]
[-336 -18 -587 -662 -556 922 709 -766 414 144 -477 -428 -62 925 768 -404 -774 -144 27 -302 -28 77 511 188 -712 52 522 -574 963 812 82 128 -87 -360 186 896 -965 152 539 -478 300 -675 986 -25 761 369 -163 419],[946 -425 155 -706 855 -930 -782 -34 548 -367 486 866 823 903 555 -665 402 572 -200 547 -12 684 -988 -129 -425 -63 348 644 120 -876 -497 -622 763 -330 73 -72 -611 -907 -577 -481 -64 -365 -264 799 464 368 -671 450],[610 -443 -432 -1368 299 -8 -73 -800 962 -223 9 438 761 1828 1323 -1069 -372 428 -173 245 -40 761 -477 59 -1137 -11 870 70 1083 -64 -415 -494 676 -690 259 824 -1576 -755 -38 -959 236 -1040 722 774 1225 737 -834 869]
[979 349 859 -227 593 902 -985 -881 -614 635 -756 -775 -669 -147 584 -791 898 757 394 706 495 -939 978 737 332 -70 532 -711 -945 914 -951 -395 -11 -708],[807 546 585 684 130 -321 101 -737 -409 497 -977 -972 781 130 833 -344 380 396 -82 -487 -869 -509 636 80 -60 146 -780 -167 -525 -23 -352 -998 426 -3],[1786 895 1444 457 723 581 -884 -1618 -1023 1132 -1733 -1747 112 -17 1417 -1135 1278 1153 312 219 -374 -1448 1614 817 272 76 -248 -878 -1470 891 -1303 -1393 415 -711]
[504 -32 311 324 -893 -298 -681 -614 712 -954 -340 738 -554 425 386 23 205 337 -31 -633 -659 752 532 180 629 906 64 494 665 615 -216 -329 -399 945 -167 -537 327 -725 456 695 559 -686 -921 597 -296 513],[784 893 570 87 -817 337 730 764 -474 964 502 -275 44 -76 -277 587 304 -621 -95 726 -829 -322 -729 723 570 857 -56 -871 -583 16 -353 -158 -656 -134 -267 923 480 928 516 -456 -573 159 986 -789 255 830],[1288 861 881 411 -1710 39 49 150 238 10 162 463 -510 349 109 610 509 -284 -126 93 -1488 430 -197 903 1199 1763 8 -377 82 631 -569 -487 -1055 811 -434 386 807 203 972 239 -14 -527 65 -192 -41 1343]
[-397 -496 -490 -911 767 270 650 -770 738 517 -242 191 120 -68 -904 -615 -330 -196],[854 -225 114 -429 732 775 -715 213 185 738 -695 -343 559 258 796 36 -233 713],[457 -721 -376 -1340 1499 1045 -65 -557 923 1255 -937 -152 679 190 -108 -579 -563 517]
[999 822 967 -360 175 886 -769 -852 -551 -843 198 228 940 982 -392 363],[-590 -98 -163 494 956 -998 682 -982 -647 370 -824 -83 203 -837 -219 -19],[409 724 804 134 1131 -112 -87 -1834 -1198 -473 -626 145 1143 145 -611 344]
[514 404 147 833 972 315 954 239 -801 226 -847 -620 691 881 -844 -200 -1],[770 -68 -406 453 -616 -180 361 338 608 -235 -953 -467 -130 -716 -675 -973 539],[1284 336 -259 1286 356 135 1315 577 -193 -9 -1800 -1087 561 165 -1519 -1173 538]
[-97 -648 -650 -747 314 -205 985 -448 945 -820 -401 -645 938 558 448 276 -118 259 105 113 622 962 -331 -929 122 331 321 -977 170 -142 525 573 287 21 89 -666 -180 -395 372 238 369 -690 -216 -890],[367 -78 -17 926 -179 902 306 -439 -147 677 186 407 -611 -293 548 -802 564 143 527 25 70 286 -947 216 291 -698 522 -167 238 948 -496 -539 770 -635 833 -571 -967 572 -256 -151 -590 -383 363 766],[270 -726 -667 179 135 697 1291 -887 798 -143 -215 -238 327 265 996 -526 446 402 632 138 692 1248 -1278 -713 413 -367 843 -1144 408 806 29 34 1057 -614 922 -1237 -1147 177 116 87 -221 -1073 147 -124]
[-672 -668 461],[158 -261 855],[-514 -929 1316]
[655 -770 965 -809 210 368 -967 589 -124 -449 502 816 480 -533 -375 -630 -152 -106 334 -918 628 845 -886 729 -165 592 -355 -931 -304 556 -244 -148 108 -779 800 -951 340 -276 813 745 85 766 192 205],[-270 670 655 -449 429 746 137 368 -7 711 -611 -362 -59 -102 688 774 861 -928 -48 887 -844 -773 -293 -319 -645 351 422 -949 525 470 167 -548 61 -575 653 -587 71 158 501 731 108 -430 -944 -654],[385 -100 1620 -1258 639 1114 -830 957 -131 262 -109 454 421 -635 313 144 709 -1034 286 -31 -216 72 -1179 410 -810 943 67 -1880 221 1026 -77 -696 169 -1354 1453 -1538 411 -118 1314 1476 193 336 -752 -449]
[-446 -977 -239 -765 208 472 304],[-25 -382 -33 577 341 -31 362],[-471 -1359 -272 -188 549 441 666]
[713 830 -73 315 366 -365 -558 -33 101 545 171 420 582 -796 -537 -915 -884 846 30 -560 270 843 -535 423 -836 -777 931 166 -830 -286 968 619 -560 -412 -204 -791 -129 113 657 326 -190 -992 -772],[995 -370 579 -255 -188 -550 740 230 949 -75 -224 -126 -267 404 768 16 267 -497 -479 -189 -693 266 922 417 704 630 467 -333 -304 456 86 21 31 36 521 -716 -551 898 -365 -744 833 538 255],[1708 460 506 60 178 -915 182 197 1050 470 -53 294 315 -392 231 -899 -617 349 -449 -749 -423 1109 387 840 -132 -147 1398 -167 -1134 170 1054 640 -529 -376 317 -1507 -680 1011 292 -418 643 -454 -517]
[-114 422 -774 -665 -189 796 -941 -410 901 -151 -926 512 566 -599 -998 905 787 -601 31 775 -742 696 -348 348 -865 663 -359 -166 -221 922 909 -416 899 -253 -786 -170 -84 -405],[-593 -920 -4 -510 -429 578 275 -502 -309 635 -212 97 -597 -651 668 100 554 431 -495 373 360 -623 75 363 386 -421 679 -571 -461 -87 672 -178 692 -970 966 617 541 178],[-707 -498 -778 -1175 -618 1374 -666 -912 592 484 -1138 609 -31 -1250 -330 1005 1341 -170 -464 1148 -382 73 -273 711 -479 242 320 -737 -682 835 1581 -594 1591 -1223 180 447 457 -227]
[8 -135 -237 629 -447 -578 974 -627 -609 -820 566 -900 -377 495 -396 -983 -59 -487 183 766],[-327 -337 -132 -954 809 250 -451 874 354 -842 258 -989 763 -843 -991 -604 -379 -922 -310 448],[-319 -472 -369 -325 362 -328 523 247 -255 -1662 824 -1889 386 -348 -1387 -1587 -438 -1409 -127 1214]
[-586 208 -116 431 111 -888 159 -455 901 346 -953 -905 -15 -597 -378 -346 -575 451 -76 621 670 -693 57 684 305 978 554 13 -214 462 71 745 -914 -556 243 710 48 -936 934 -232 -111 123 -407 124 61],[509 19 -680 453 191 419 -939 735 -121 -776 541 -135 -724 237 9 -316 -361 644 402 681 -908 -680 -684 -934 750 -528 -76 31 -749 -90 -763 842 -727 896 -716 631 -9 560 188 -317 -191 -444 644 778 -131],[-77 227 -796 884 302 -469 -780 280 780 -430 -412 -1040 -739 -360 -369 -662 -936 1095 326 1302 -238 -1373 -627 -250 1055 450 478 44 -963 372 -692 1587 -1641 340 -473 1341 39 -376 1122 -549 -302 -321 237 902 -70]
[-530 -980 313 -452 -285 839 -533 385 -312 -705 -664 452 -151 -91 -519 -38 -214 851 -795 -226 -520],[801 -566 778 -96 787 501 972 58 416 -532 100 -592 310 -421 -332 -221 -540 804 -27 -530 69],[271 -1546 1091 -548 502 1340 439 443 104 -1237 -564 -140 159 -512 -851 -259 -754 1655 -822 -756 -451]
[-83 -403 62 -565 -919 -770 -491 -926 335 565 915 -742 -655 243 630 109 890 310 -206 384 89 545 -206 930 870 768 922 142 277],[-583 933 471 29 253 579 103 851 -618 599 487 -938 162 -338 287 -148 -66 -43 909 -576 -947 512 636 751 310 -996 535 -753 -998],[-666 530 533 -536 -666 -191 -388 -75 -283 1164 1402 -1680 -493 -95 917 -39 824 267 703 -192 -858 1057 430 1681 1180 -228 1457 -611 -721]
[751 -437 517 170 -882 104 863 109 -33 -567 -707 -886 -476 942 299 -811 -676 630 735 629 6 -319 -872 390 -362 -645 -398 -807 -666],[890 -590 -147 -451 -416 140 -601 960 703 253 -211 -544 997 -631 -199 -98 723 835 126 -577 -639 262 -302 -886 620 454 -265 469 438],[1641 -1027 370 -281 -1298 244 262 1069 670 -314 -918 -1430 521 311 100 -909 47 1465 861 52 -633 -57 -1174 -496 258 -191 -663 -338 -228]
[-815 783 297 767 678 -455],[-755 659 -566 305 907 322],[-1570 1442 -269 1072 1585 -133]
[-994 343 -754 405 -29 -989 -373 562 218 772 356 57 802 -88 -672 -130 843 -735 -389 327],[-926 -13 -333 440 476 -712 -923 238 515 -485 -256 873 -219 428 890 853 -319 -742 -196 665],[-1920 330 -1087 845 447 -1701 -1296 800 733 287 100 930 583 340 218 723 524 -1477 -585 992]
[-510 -41 425 453 -404 330 269 427 -750 59 -693 -66 -803 616 62 454 -804 -873 -974 763 -341 940 319 29 -698 -548 -653 -401 -872 -882 -53 -298 -8 -485 -104 -179 373 515 408 -697 -592 79],[519 510 -900 834 -447 511 474 839 -647 799 -433 -300 -431 -829 -511 692 850 127 -328 -497 817 514 163 786 509 74 -179 -212 -212 -756 -932 -619 -615 539 903 545 843 -544 -968 339 795 -868],[9 469 -475 1287 -851 841 743 1266 -1397 858 -1126 -366 -1234 -213 -449 1146 46 -746 -1302 266 476 1454 482 815 -189 -474 -832 -613 -1084 -1638 -985 -917 -623 54 799 366 1216 -29 -560 -358 203 -789]
[255 22 -1 -753 -741 -645 -118 -254 -617 -571 204 -56 -278 -302 652 -732 655 668 -108 -239 464 -754 -512 -205 171 296],[-580 -57 -211 705 316 -889 152 -179 156 473 647 117 275 -412 -40 -260 -61 -185 -341 -117 716 550 384 514 409 128],[-325 -35 -212 -48 -425 -1534 34 -433 -461 -98 851 61 -3 -714 612 -992 594 483 -449 -356 1180 -204 -128 309 580 424]
[-342 515 213 131 819 155 -703 899 369 545 -433],[106 405 371 56 36 -553 572 958 -174 -478 151],[-236 920 584 187 855 -398 -131 1857 195 67 -282]
[-434 -730 -452 -106 331 -378 -172 894 886 -883 -471 -369 442 537 -653 -670 789 -765 804 -291 -342 389 900 -572 548 -881 -827 -234 -23 680 799 -568 -281 -865 -477 -759 -327 -449 656 -463 -656 -109 -712],[-565 690 -718 379 -904 991 -36 544 982 59 -907 -863 443 404 -308 485 -925 -848 419 -314 251 210 -142 -426 -423 65 742 709 -985 -124 -85 607 -771 -178 534 -821 -275 -323 -218 -868 -110 930 540],[-999 -40 -1170 273 -573 613 -208 1438 1868 -824 -1378 -1232 885 941 -961 -185 -136 -1613 1223 -605 -91 599 758 -998 125 -816 -85 475 -1008 556 714 39 -1052 -1043 57 -1580 -602 -772 438 -1331 -766 821 -172]
[-755 402 -904 433 -340 -407 952 -368 -554 670 -776 597 -740 731 943 -670 851 -970 819 -97 -235 -381 -387 987 -307 377 239 952 179 146 -483 -713 -658 938 -519 38 -595 672 266 995 276 -300 -730 439 576 904],[-526 61 -158 -365 -97 -774 -472 -222 244 199 -887 -985 -100 476 -370 -250 789 -280 -432 -647 425 -605 265 715 91 171 320 858 -414 -513 854 -843 -778 -98 908 138 -887 -504 -488 -434 -661 -307 -406 561 341 567],[-1281 463 -1062 68 -437 -1181 480 -590 -310 869 -1663 -388 -840 1207 573 -920 1640 -1250 387 -744 190 -986 -122 1702 -216 548 559 1810 -235 -367 371 -1556 -1436 840 389 176 -1482 168 -222 561 -385 -607 -1136 1000 917 1471]
