train,
[0 -6 -26 0 -14 -10 -48 -26 36 -24 0 23 37 0 -37 41 32 -41 40 -38 0 0 1],21
[11 46 -46 5 -14 42 40 -11 -18 -33 6 -20 2 47 16 -3 -21 0 44 6 -14 -28 30 37 47 17 21 -39 5 15 2 37 12 43 -16 7 -6 -34 10 19 3 -35],17
[7 13 -3 11 25 -28 22 -21 18 -4 -3 0 23 -16 -27 4 -20 -4 -28 0 -30 -16 32 -39 -13 28 20 -47 20 -8 -10 0 21 -30 -47 48 0 37 -8 3 -18 -34 0 19 43 49 -15 4],42
[3 0 33 -28 27 32 -39 31 0 -30 43 -48 2 36 5 -40 11 35 15 -15 -20 19 -46 32 -20 11 38 50 47 -15 35 -27 -24 12 48 27 -43 -1 -29],8
[-46 4 -42 1 -39 29 41 -23 -43 25 20 -22 -40 -36 7 -36 18 -12 35 -27 4 35 -20 16 20 8 -35 -12 15 -3 -18 18 0 27 -13 -50 -38 -13 -15 -43 -46],32
[9 -20 29 0 -10 -5 -49 -19 -20 15 -50 0 -17 10 44 1 15 8 15 0 4 -41 0 -7 0],24
[34 27 9 -28 -8 0 29 -47 -50 39 -33 -45 42 13 -31 -48 21 23 -10 -39 -23 -33 -22 -18 -2 19 -33 -33 3 1 5 47 0 42 -41],32
[-22 -4 15 -15 -39 11 -44 -19 40 1 6 -16 33 12 0 40 0 -2 -10 1 22 -28 -27 27 0 13 0 34 -22 16 0 35 23 0 4 24 -39 -33 -22 45 -3 -21],33
[17 0 -30 0 0 25 -32 -23 -22 0 0 2 0 -42 12 -7],12
[30 0 0 -37 -43 0 32 -1 -7 -30 0 4 -5 -37 -13 -27 -9 -9 0 9 6 -17 -8 0 40],23
[-19 40 0 24 -22 0 -40 0 -24 35 28 0 0 0 -21],13
[0 50 34 0 -36 -20 -20 0 0 -2 0 -4 1 31 4 37 35 -15 9 33 49 0 0 -32],22
[-34 26 -9 17 1 -8 -20 -11 0 -25 -13 -19 -16 -17 -20 4 45 28 0 -15 -36 -15 -41 -50 0 45 -31],24
[-50 -3 48 -27 -38 -33 -15 24 20 14 -3 0 -41 0 38 3 -31 -38 31 32 9 44 -39 33 27 50 -48 19 5 8 0 -42 7 30 -39 -10 -25 19 1 28 -47 -20 -5],30
[-2 -28 16 7 11 -19 0 -47 0 0 0 18 0 0 -5 -37 -20],13
[4 -28 0 -35 0 0 -10 0],7
[11 -29 49 23 40 -50 -46 -45 -12 4 -24 0 30 -2 -22 0 -22 0 16 9 40 6 -1 11 0 11 -38 -38 -45 2 -24 9 40 24 -17 -50 9 -40 38 35 -43 44 -41 -44 -9 -22 32 -38],24
[0 -31 21 3 -34 -4 26 30 0 0 7 34 -9 16 35 -22 0 0 13 44 -40 -30],17
[-38 -17 -23 -47 -45 36 45 -12 42 -12 -41 -4 -25 -5 8 15 0 31 -1 0 -32 38 26 -40 -2 17 0 2 -8 -33 9 39 12 -40 14 50 3],26
[-39 -50 -33 37 25 -27 16 0 -37 48 0 3 45 -4 -35 -28 -40 16 -49 -11],10
[35 0 32 -43 31 43 3 -42 -2 5 27 -24 18 0 -10 37 -5 -14 0 -27 -28 -8 14 -24 -34 -34 -7 21 -3 -32 5 43 -40 0 0 -45 2],34
[-20 0 -49 -26 37 -29 10 -23 40 5 28 -38 -50 -21 15 0 7 17 1 -47 13 24 25 33 18 40 38 25 -48 27 28 0 -1 34 29 -9 -12 -38 4 -30 26 45 -12],31
[5 19 28 14 17 0 -50 26 -16 40 32 -12 24 24 42 -48 -40 -8 -15 0 32 19 -21],19
[0 22 4 32 18 35 21 48 20 1 25 4 -26 -28 50 43 -46 22 -10 -27 39 -45 -20 -1 27 -15 -46 -4 -6 36 -36 -26 -40 14 -21 0 40 -47 0 -7 -35 -38],38
[-2 -45 21 38 42 25 40 -18 -13 37 0 -50 -23 17 35 47 36 -42 -3 48 -48 27 -14 21 43],10
[0 -29 -43 4 29 0 -25 39 2 -39 0 -49 -22 39 11 14 -17 24 -19 -43 1 -17 43 -7 0 -12 39 25 -30 -37 43 -3 -20 -10 11 7 -13 -3 -13 -26 11 17 -15 44 -21 45 -30],24
[49 -33 -27 -37 3 0 -38 -42 0 -31 -15 -47 -15 -27 50],8
[18 -41 31 0 19 6 -24 -37 -1 -46 -22 36 -45 19 -11 -26 0 -40 27 -5 33 -43 -2 0 3 7 4 -10 0 -42 45 21 -25],28
[-21 -34 0 0 44 0 49 30 11 45 0 0 -38 -24 32],11
[18 17 -40 -23 8 0 -10 -43 -35 0 -20 27 8 -20 6 0 15 -48 37 0 26 -29 0 34 24 -7],22
[0 0 0 3 -16 0 18 46 -29 0 31 -50 -3 19 39 11 50 0 -31 -4],17
[46 22 0 41 -10 0 0 -21 -18 0 21],9
[11 -23 0 -9 -44 40 -15 47 43 50 0 7 18 -28 4 -25 -42 -21 3 -30 12 41 -23 38 37],10
[-27 34 11 -14 18 46 49 -25 10 -38 -39 19 0 -33 49 -14 31 13 48 -33 7 15 -12 41 38 33 -5 0 14 41 -6 7 0 -44 -24 -34 0 7 0 -20],38
[0 -43 -3 0 0 30 -20 22 10 13 -42 9 9 18 -49 -2 -16],4
[0 -7 -18 -8 -5 -27 28 16 -6 8 -7 32],0
[32 -36 -9 -27 39 19 -9 -36 48 -14 4 21 -2 9 -23 16 -33 -44 -50 49 45 35 -20 12 49 21 -29 32 44 -29 -23 -30 0],32
[-33 12 33 0 25 -44 -46 4 36 -2 28 -20 -44 -27 -46 0 -43 42 14 48 -13 16 -32 41 -35 0 16 41 0 23 19 31 37 38 -23 -12 -7 9 29 0 20 13 0 -21 -23 20 32 -11 41],42
[33 -7 13 0 -17 0],5
[4 43 6 15 8 29 -39 38 -15 33 -10 -21 46 -12 -26 -29 -16 26 -18 38 38 20 43 -20 49 0 -50 -12 17 -50 -1 41 0 11 0],34
[49 0 0 -9 0 0 46 -31 -8 -22 9 -6 36 0 0],14
[-13 18 -2 -24 -34 42 -19 -20 29 19 -11 -9 -1 5 42 3 11 0 37 0 14],19
[-28 -21 33 41 -14 14 41 -17 -35 -43 21 0 37 -13 41 -26 -6 -46 0 34 15 22 -22 29 9 12 -14 -46 50 -5 0],30
[0 -43 -26 -15 0 10 0 0 11 19 35 4 14 17 -49 0 20 -14 -8 45 47 47 -25 -41 22 14 39 5 -13 0],29
[5 33 0 9 -49 0 -45 0 -28],7
[47 25 -5 24 39 5 -48 -16 -20 -41 -44 -48 0 11 0 -34 -50 8 45 30 0 0 -1 -24 46 -9 -42 -13 38 -47 6 27 0 0 -50 -7 -3 -47 -49 -34 -22],33
[9 0 -18 31 23 -36 -14 0 -49],7
[45 -18 41 21 -30 0 -34 26 47 33 33 -39 28 14 30 12 -49 -26 45 32 42 0 39 0 31 5 3 0 19 19 36 0 18 37 33 9 38 0 40 -28 -40 10 10 25 22],37
[-41 50 38 0 0 16 9 20 42 -22 -7 32 4 25 -45 0 -17 7 -19],15
[-22 23 -12 0 36 0 -3 42 50 -28 0 12 31 29 36 0 0 -10 32],16
[-49 25 14 46 -16 33 0 -11 -7 -37 -37 -23 8 40 27 31 38 -32 -49 -4 0 14 -19 -25 -37 41 -32 6 0 -27 15 14 -17],28
[-40 -18 49 -40 -1 -16 -14 43 0 15 22 -10 17 -37 -13 -41 23 22 0 40 -16 1 27 11 45 -12 2 29 50 -32 -48 -2],18
[0 0 45 -32 -46 -1 37 -49 -24 -30 35 45 6 18 -34 -41 36 -16 -45 0 38 36 -27],19
[0 25 -6 0 -37 46 0 -32 -10 -31],6
[18 -33 -20 -38 -14 -17 26 0 2 -27 0 -50 -21 27 0 30 49 25 44 -23 0 16],20
[-21 12 -9 0 0 31 -30 43 -39 -45 9 -45 46 -5 38 36 -28 31 -22 -25 6 -48 16 4 -44 -33 -42 -40 42 42 -46 -10],4
[0 26 0],2
[0 41 44 21 0 -15 -47 30 -15 -23 -9 -19 23 -31 -4 -39 45 6 -10 25 24 15 33 -31 -39 11 -27 -36 -18 -11 36 -19 33 -39 -30 -42 -48 -24],4
[18 10 0 0 14 31 19 36 -11 -25 0 0 -14 0 0 12],14
[-30 -5 -14 -46 -26 -17 -43 3 -37 39 18 -8 38 -8 0 -15 36 25 -3 0 5 8 10 11 30 0 -30 0 23 0 29 23 24 -4 0 0 10 -39 10 25 0 -48 -27 44 -6 2 -42],40
[40 36 8 20 0 -34 23],4
[25 0 -3 0 0 -19 -5 -4 -28 1 4 -40 -20 -35 24 -40 26 -47 -25],4
[0 44 6 39 27 25 -11 0 -24 0 48 -1 0 39],12
[0 43 -46 35 35 1 12 0 -46 -38 0 0],11
[-6 6 2 1 -25 37 42 -20 47 0 31 -5 20 -40 33 36 10 -43 36 0 -38 39 27 -33 -30 -8 -23 26 9 -35 39 -43 -33 -41 33 24 41 -36 32 -37 -29 48 -4 6 -41 0 -50],45
[-43 -28 36 0 -10 0 8 30 -34 -33 16 -14 -32 -26 -14 -14 14 25 -14 1 -33 24 3 -7 19 10 -24 -42 -45 -23 0 -29 9 -49 0 -27 31 -17 41 -36],34
[-9 -16 -18 28 0 -39 26 -18 0 0 0 -34],10
[9 30 26 29 -14 -2 0 -26 -39 -18 47 35 -22 17 7 15 -39 -2 50 26 -30 12 38 -7 8 0 26 8 -8 -46 7 -35 3 -25 15 0],35
[21 33 -32 2 -4 -5 -20 0 0 -47 -11 0 0 6 48 1 16 -34 -2 -36 22 11 0 5],22
[-3 -14 -43 47 41 41 0 12 8 18 48 -33 0 -50 37 38 13 0 2 -25 13 -1 0 0 36 -11 -41 45 42 -19 1 -30 -29 -14 -11],23
[0 0 0 0 0],4
[1 42 -31 21 -3 0 -21 -35 -1 46 26 4 38 -3 7 50 -35 46 -7 36 13 8 48 -32 13 -19 41 -24 33 44 24 10 -27 -48 32 -50],5
[33 26 0 0 0 0 -33 -48 0 26 0],10
[-42 0 -24 3 14 0 0 -48 -23 -39 32 2 -32 -7 -23 -28 -41 -50 16 24 0 25 -34 39 37 -37 -4 33 19 45 -40 26 38 27 -14 -17 -4],20
[-14 0 -33 0 0 11 0 -25 -20 -17 44],6
[19 -5 -44 0 -10 -8 0 6 0 0 5 0 44],11
[0 -13 -4 13 -44 -40 -21 -2 7 -37 -14 0 23 29 0 50 1 9],14
[0 0 8 0 0 43 0 -32 0 1 30 33 0],12
[0 21 -1 0 0 -38 37 48 18 13 0 25 -34 -4 -11 -1 0 -47 -10 -26],16
[-42 30 -48 0 0 0 -38 -3 32 0 0 0],11
[-44 2 -46 -50 -27 -2 0 22 17 24 -42 -27 15 -39 8 12 -17 33 11 12 49 22 50 -25 -28 34 0 9 45 -9 21 29 0 40 -30 -36 -4 0 -14 40 -27 -41 0 -8 7],42
[40 -41 4 -41 40 28 48 -43 41 42 -4 5 31 0 10 22 27 24 -14 0 29 33 25 12 23 45 -46 -30 28 -31 -45 -23],19
[4 -23 30 -46 48 -47 -15 -8 -46 10 -7 -12 28 46 38 48 0 45 8 42 -28 32 -5 0 -3 -10 -26 47 37 -46 41 -24 -44 38],23
[31 -48 -36 -7 -10 47 -44 39 12 -40 -10 50 -32 -17 -35 22 40 0 40 28 -20 -36 -48 10 0 0 22 -8 -26 27 -2 -21 -22 13 22 10 -4 0 -19 4 -24 -19 35],37
[0 28 0 -20 0 37 0 14 0 3 -47 -45 -2 -42 -7 41 -19 -24 -35 -29 14 15 15],8
[10 0 -4 49 12 -3 7 0 0 -36 33 -46 0 0 13 -9 14 31 0 14 -32 28 9],18
[32 6 0 0 -27 0 -13 20 20 0 45 -24],9
[-33 36 38 -50 0 22 44 27 50 -34 -45 34 -18 48 25 12 -25 -21 4 26 47 0 0 0 45 -39],23
[-19 -43 38 40 1 3 -20 -31 48 29 3 -2 11 -33 -40 18 -45 -45 -22 -13 -21 30 26 -5 26 0 -16 -19],25
[-17 0 0 0 0 -29 50 -18],4
[-36 -21 -1 37 21 27 28 10 29 41 0 7 17 0 -41 -13 -36 -5 -44 -29 2 29 0 23 25 49 -20 -42 19 36 16 16 1 24 43 -5 -25 -42],22
[-7 26 -44 30 5 13 4 26 32 28 -32 0 26 48 49 -20 -1 37 30 0 -19 -45 -29 0 26 6 0 23 36 -37 27 -38 -26 0 23 15 3 -34 44 12 -23 31],33
[2 0 -49 -31 -25 -11 38 -38 -10 -7 30 0 -24 45 -25 6 -18 -37 15 10 -47 49 27 -45 -31 47 -4 49 -46 -30 0 -12 -1 2 -26 -41 0 -20 -20 -33 -16 24],36
[-40 -12 -38 -1 -35 -1 29 22 -20 -34 0 12 -16 7 -12 47 -12 14 16 25 -15 38 20 34 15 0 30 -16 -21 -20 -7 -31 -7 0 -46 -19 29 -4 40 0 -25 42 -32],39
[1 -48 -33 -2 6 21 18 -18 40 13 1 -43 -11 -23 -4 -5 45 -18 -50 26 22 -18 -40 0 -15 -42 -43 0 0 -27 -12 6 0 2 0 1 -9 -4 7 18 50 37 -40],34
[27 -16 -29 11 -19 45 0 47 -3 -8 -23 27 46 -29 -35 0 0 19 -37 -40 43 -42 38 -40 11 30 40 -32 -4 0 -3 14 2 -21 -41 23 24 18],29
[-7 7 -48 39 48 -39 -39 -3 -39 42 49 -48 40 -26 -4 -20 -22 -47 46 15 19 20 38 13 -2 33 0 -13 -14 -4 27 -8 1 1 41 35 -4 49 -42 8 -38 21],26
[0 -37 24 0 0 -48 -47 43 7 0 -21 -1 -46 16 31 28 43 -33],9
[18 9 -47 15 47 -22 -13 -46 -9 14 35 -25 -5 -6 -15 -48 -47 42 -30 10 22 18 -11 -22 35 21 49 1 5 5 -11 36 0 -32 11 0],35
[0 -31 0 0 -24 39 9],3
[49 -18 0 7],2
[-21 0 46 -2 49 0 -15 25 -48 0 24 7 23 -34 0 19 26 46],14
[-37 -2 0 33 -37 47 -13 -20 3 -13 48 -16 46 -4 3 19 -14 -29 -28 31 15 19 17 -3 29 -11 0 -17 27 -2 -16 -12 47 45 -23 37 39],26
[0 0],1
[49 0 -44 -46 49 14 0 44 -3 -40 50 0 -14 -9 48 28 -33 -14 0 -3 24 -44 30 0 15 -48],23
[0 -35 3 -24 -35 22 -45 0 49 17 18 -1 -14],7
[-28 -19 -15 15 -36 0 0 -48 -42 0 -32 28 32 23 0 -8 16 49 -27 0 0],20
[5 11 18 37 -40 13 21 18 19 35 23 -7 18 16 23 -7 -49 -29 30 22 11 0 47 45 -50 11 -44],21
[0 23 -47 -14 4 -9 4 3 21 -11 -25 34 49 11 -4 25 -42 40 -27 43 22 47 -17 8 40 -1 25 27 -48 42 19 -11 -33 21 5],0
[40 26 0 -19 35],2
[0 0 -10 24 -21 48 16 30 0 0 0 10 -30 -14 0],14
[15 21 5 -10 0 30 -3 -31 14 0 -29 11 -9 14 33 -9 0 0 0 -25 13 40 -44 -41 8 18 -44 -9 -13 -28 -12 -35 24 -44 30 -15 -9 15 0 30 31 -38 3],38
[37 0 20 -28 -27 0 40 0 0 28 25 -29 41 0 3 -10 34 -20 28 21],13
[4 0 31 14 -4 -26 0 7 -20 0 -13 0 0],12
[-10 49 -47 -42 0 29 1 0 -30 22 45 -39 40 41 -38],7
[3 -18 -40 0 36 -22 -5 -3 36 0 0 -11 -27 40 -7 16 27 41 -38 22 -36 0 -20 -5 28 -4 -12 -16],21
[0 10 15 22 -6 41 -30 8 0 8 -15 0 16 0 0],14
[0 7 38 -33 28 -20 26 0 -24 0 -1 11 4 -43 15 -4 12 -37 -19 -1 -48 -31 40 -45 -48],9
[-4 0 -42 18 -36 46 44 -24 0 0 47 22 1 -20 3 -2 12 -27 25 5 0 -38 0 39 -20 43 10 27 35 -16 0],30
[0 31 -27 0 -29 48 0 -8 6 -45 39 0 47 42 0 11 42 15 46 11 -43 20 13 -43 8 16 0 7 16],26
[-50 25 -20 27 0 -45 31 -10 -32 11 -2 0 -29 14 48 -45 -26 -40 -38 -31 48 -28 18 10 -1 -26 0 37 37 12 0 -28 46 49 10],30
[27 24 8 -42 30 0 -42 -36 -21 -5 45 -8 47 29 20 -32],5
[9 -10 -39 -1 -23 7 -1 0 0 -22 14 -9 4 -49 -7 19 45 -39 32 -29 -5 -47 0 -10 -21 13 2 11 0 -33 -41],28
[21 0 37 -9 39 -8 0 -39 -19 4 32 29 6 0 -10 19 0 -3 -33 42 -34 -42 50 -19 0 -15 33 -13 22 2 -49 -49 10 -44 -16 -7 -16 -8 -18 33 42],24
[-28 22 0 33 -38 39 18 -1 20 34 -12 -37 -26 6 0 -46 -21 -2 -39 33 -30 2 7 0 -24 -25 0 0 14 42 -25 -23 9 -20 -6 18 -13 49 -37 28 39 34 -41 -26],27
[-45 -34 0 -12 -31 -2 4 40 0 16 0 -49 30 -12 -10 -35 0 7 32 29 13 19 -18 -48 15 0 -25 -24 13 28 -50 16 44 29 -25 -43],25
[2 -11 5 -11 -1 -13 0 -29 -45 24 42 0 22 30 0 35 0 0 19 0 19 -50 -4 -9 1 -28 36 -4 -9 0 36 43 25 15 -26 -24 -5 -27 0 -33 47 -17 30 -11],38
[-48 -38 -20 0 0 -47 0 -11 0 26 0 10],10
[43 0 -19 18 -26 21 0 -47 -46 -25 4 -28 -41 -10 0 11 -28 25],14
[0 0 26 0 0 0 12 16 -2 -42],5
[9 -14 14 0 -23 33 0 0 -45 10 -33 -11 14 0 15 -41 0 48 17 16],16
[32 -46 42 -48 -45 0 16 6 -20 8 12 -24 -14 28 -49 -34 21 29 0 -6 19 0],21
[24 17 1 0 -1 42 -43 2 -16 0 17 -39 49 27 -16 43 -30 25 -41 -48 47 4 1 22 -7 -27 37 -15 -25 1 -27 0 -17 -11 -7 -38 23 34 31 46 42 10 41],31
[40 -6 2 22 23 38 -4 7 0 -48 15 16 46 -8 -10 42 2 19 23 4 22 5 -31 -47 -4 -47 -8 -4 30 48],8
[0 -39 -8 0 -43 -37 0 45 -48 42 -46 0 33 -23 0 -7 30 43 14 -19 39],14
[-30 33 -43 0 -37 -11 0],6
[-35 -39 25 33 0 36 -11 -36 0 -36 -22],8
[0 -47 3 0 0],4
[37 34 -7 0 32 -39 0 0 -22 -1 -31 8 43 0 0 -25 16 28 -9 14 35],14
[23 22 40 4 17 -26 -22 -36 -30 -41 22 -37 39 36 46 6 -25 5 29 12 -4 -7 14 9 -25 -34 -19 18 -18 0 0 -44 -50],30
[0 0 42 0 -3 0 0 0 -7],7
[42 42 14 14 27 7 0 26 -35 45 19 -10 21 45 12 -5 37 -50 22 -42 -24 -12 -29 -26 22 -44 42 24 13 -5 -10 27 -3 11 8 -35],6
[0 45 0 -11 18 0 0],6
[26 0],1
[0 32 11 0 6 13 50 22 9 -13 0 47 -45 0 10 -12 -10 13 0 -13 -8],18
[7 45 -2 -47 32 -31 -7 -30 -24 -50 45 -40 7 0 -34 4 14 -33 -19 35 9 -16 -15 3 30 -35 -1 39 -6 17 17 1 -45 26 33 2 -37 32],13
[0 10 -5 24 0 0 -35],5
[-28 0 -14],1
[-16 17 -10 -48 20 26 -42 36 -13 34 7 -33 20 18 18 1 -34 1 -36 8 -21 -42 -33 50 32 42 -43 24 10 10 45 -29 -16 -32 46 -35 -12 0 -17],37
[49 50 19 3 23 -49 0 10 6 -24 31 6 0 3 -33 -11 -46 -26 46 -43 -32 -37 39 39],12
[-28 23 0 -17 0 29 45 -6 36 34 0 -20 0 46 -4 31 -33 48 37 -42 27 32 -49 2 -35 0 21 -20 21 -20 -33 0 0 -2 0 -49],34
[0 0 0 -49 0],4
[0 -41 -32 42 26 22 27 4 32 -26 28 28 -43 32 -3 18 -13 -35 0 -33 15 -20 0 -9 -35 -35 18 11 10 2 35 -49 28 -45 -39 21 33 18 19 7 22],22
[-12 0 -37 0 -46 0 -43 -42 0 0 35 21 11 -17 0 9],14
[-26 17 -5 9 -30 18 7 0 -12 -28 -36 18 38 33 0 -10 -10 -40 19],14
[43 23 -16 14 6 -31 4 -16 -49 42 26 43 32 16 -14 -4 17 -6 -1 27 0 8 -42 -31 0 -42 45 -11 -22 -47 -25 0 30 20 -25],31
[-49 -35 -14 -38 -45 -15 34 31 -4 -48 -16 41 33 0 -29 40 18 -28 -25 0 19 -27 21 36 4 29 46 50 44 13 -42 -35 30 16 -23 28 0 18 15 -32 9 0 36 15 0 -10],44
[0 0 1],1
[-44 0 -21 26 40 -38 -42 0 -18 -2 -11 -4 40 -45 43],7
[0 14 -1 -4 -47 0 13 -22 46 -4 -50 -24 44 0 -11 41 0 38 36 -50 -46 47 -21 0 2 -30 -20 30 47 -4 -18],23
[43 37 -43 -36 0 -45 -6 -40 0 -9 37 32 7 -38 0 -30 37 -22 -10 -2 20 14 26 -33],14
[0 35 41 15 39 -6 0 22 -32 38 50 44 37 11 -32 23 47 37 -40 0 -6 -44 -41 16 -12 -28 -22 0 -39 -29 6 -9 -32 29 40 -23 47 17 22 -27 -37],27
[23 -2 -4 10 -5 0 -48 -46 0 -7 8 -33 -46 0 12 28 -33 8 0 29 -34 -41 -19 -3 23 33 -46 10 -23 0 18 46 24 0 44],33
[-24 -13 4 49 21 27 -9 50 27 24 30 -31 -13 37 -50 -17 19 9 28 36 42 -23 45 0 -32 0 42 -14 -3 -32 -25 0 8 38 50 16 18 -36 -35 31],31
[-43 -28 -15 -36 8 8 -38 7 29 -17 19 43 39 -39 -14 2 -24 23 18 -27 21 -17 0 -12 13 0 44 -34 -20 27 15 -50 22 -17 -47 5 -34 -20 -21],25
[0 0 0 0],3
[-41 3 -38 0 -4 0 6 -35 36 13 -48 0 27 -27 -30 20 36 -8 -49 -23 40 -20 16 -11 12 3 -45 17 -15 -39 39 -15 26 -8 21 -4 29 -6 -31 0 -24 28 32],39
[33 12 36 33 0 0 -29 27 44 -4 4 12 -42 0 12],13
[0 -47 24 -14 -9 -22 -34 27 -22 26 -35 19 -40 14 4 -13 15 0 -5 -47],17
[0 -21 -18 -8 2 -25 10 8 0 -26 -31 6 27 -38 14 -36 -2 -48 -50 42 -4 -34 37 31 5 31 -3 -24 23 48],8
[-49 -32 2 20 48 0 0 0 6 -6 0 30 -37 0],13
[-26 -37 -3 45 -42 -5 39 -41 33 -36 45 36 -34 47 6 -43 12 31 0 16 -12 22 -43 0 10 0 0 28 0 42 -47 13 10 49 49 -33 -5 0 -5 2 9 -4],37
[28 17 24 -49 2 43 -15 12 7 -50 -13 -12 47 18 -42 -21 -41 -24 10 6 41 -20 -29 -22 38 5 16 14 48 12 -3 -15 34 14 27 50 -43 25 46 0 -2 4 47 -22],39
[23 -47 0 38 -17 -13 22 -23 0 18 22 43 3 43 0 0 -48 -13 42 12 0 -4 -25],20
[-28 15 -13 -16 39 1 -34 29 5 36 0 -48 13 2 -29 50 23 -4 32 48 -34 32 -49 0 -4 -25 37 45 -17],23
[-28 -29 3 0 27 -35 -27 42 -20 -15 48 26 43 -36 -50 42 -3 -3],3
[-3 -8 0 0 42 -3 9 46 -22 0 -1 5 -40 -27 -7 -12 23 34 25 4 50 -40 50 -32 -5 33 5 -22 34 3 -19 -6 -21 3 0],34
[43 -11 32 19 0 16 -1 -20 17 -8 0 5 0 -31 -23 -44 11 37 38 -31 1 8 22 -50 25 26 44 0 -18 22 40 0 36 50 1],31
[0 -22 -38 -13 0 30 0 0 0 -15 2 0],11
[38 0 24 6 0 3 43 -6 0 -16 4 34 0 0 -22 31 0],16
[48 -38 0 -24 29 -47 13 -13 -42 4 41 -39 -36 27 0 -21 24 -13 6 42 33 42 8 15 0 -14 8 -32 -22 21 46 1 13 -36 -33 24 -18 22 -18 26 16 36 -20],24
[-9 -31 19 13 -37 -44 42 -49 38 48 -2 -20 19 -20 -15 5 -24 46 43 -5 11 21 -11 11 -30 -37 -4 -2 -29 -9 0 -48 -31 0],33
[0 44 -16 0 49 0 49 0 -5 24],7
[14 7 23 10 0 22 26 -49 0 33 -40 -6 -36 26 15 11 35 34 0 -28 -3 -22 -9 34 -26 -34 24 19 0 -22],28
[-2 -26 -35 -3 33 -8 10 26 -47 1 -37 10 2 27 -17 19 46 39 34 -45 0],20
[22 -23 -11 -17 -7 50 -12 -23 -15 -30 -48 15 23 -33 44 28 -46 21 1 -11 14 40 -10 0 0 0 5 45 -2 12 5 -44 49 13 -12],25
[-33 0 7 4 23 -13 29 -38 0 35 46 4],8
[-4 0 41 42 34 49 -35 -26 -34 -34 -50 -8 -43 -3 1 -35 -11 -50 1 -6 -35 33 8 -22 0 5 24 -34 -15 -23 10 -34 7 -32 20 -44 41 -34 0 -43],38
[-18 20 -16 -46 35 24 2 -46 0 36 0 3 27 -37 8 0 35 -50 25 -20 -25 37 5 -16 44 -8 -32 8 5],15
[-9 7 -18 -14 -28 -11 -18 5 -45 0 39 -21 -22 -48 0 -48 38],14
[27 -13 35 0 22 32 -32 34 0 46 44 44 20 0 34 -23 27 0 -11 36 6 2 -32 11],17
[19 18 -10 15 0],4
[0 -16 -16 -1 0 -8 -16 -5 -17 -27 34 -46 -49 -11 34 50 -37 16 -24 -33 -37 -9 15 -40 49 23 2 0 -25 -1 13 -44 25 28 32 44 10 9 20 43 36 -14 -23 -48 27 -35 2 0 0 0],49
[-43 -3 24 39 0 0 0 0 -24 -26 0 29 32 -23 -8 -40 -12],10
[-14 -5 2 0 -37 8 -47 25 -3 6 -6 -10 0 -25 -6 0 43 -16 43 -49 -43 0 14 12 -17 -22 -15 28 15 -12 -47 32 46 -45 0 -48],34
[-31 6 -14 -8 -38 -34 24 6 -13 -20 -3 45 29 -33 0 -14 -37 -32 -43 43 15 -5 -31 0 32 -49 -6 -4 -5 -46 -48 43 -20 36 -29 26 -8 43 -7 -50 -28 34 -32 -20],23
[0 2 -33 24 -31 0 -11 7 -45 -16 22 -29 0 -12 0 38 -18 -2 46 -6 -11],14
[2 -14 26 -12 -50 -42 -7 21 22 -20 -25 -40 -12 -13 -23 8 48 44 -3 12 0 -38 -48 24 -14 33 21 -11 -14 2 10 44 -16 -8 -17 38 -49 -43 45 15 28 -9 40 -36],20
[6 -34 24 -22 -7 -13 -43 17 29 -9 0 0 0 -23 49 -8 21 -9 36 -47 -3 -43 14 44 0 -32 -9],24
[17 0 0 44 -2 26 -50 0],7
[19 -25 -21 0 38 -22 -32 32 -35 0 43 -15 -50 -28 0 22],14
[-9 0 0 48 -50 -48 0 0 0],8
[-36 25 -34 25 -3 10 0 35 13 -1 28 -4 -10 41 30 -11 20 44 29 24 2 5 30 34 -33 0 -11 -11 36 36 -43 22 -3 3 -35 -23 39 -11 -4 37 0 -41 28 -27 -17],40
[34 -16 32 48 -29 0 5 39 -13 -15 3 2 10 0 -5 47 36 32 -4 -49 -28 41 -36 -18 14 0 -21 -4 -39 -4 -42 -34 -6 -7 0 27 -29 -11 -30 13 -35 -36 -24 -36],34
[-21 0 0 8 -17 41 -4 0 43 32 21 5 -18 -38 48 14 -49 25 0 6 42 37 50 26 -1 -12 0 6 0 8 38 -40 -44 27 -6 15 15 11 -21 14 7 4 46 -42],28
[-17 0 18 -13 -17 -17 9 26 0 -2 0 24 6 37 -39 1 40 22 48 39 -46 15 -39 0 -35 -23 -32 -25 6 -5 0 0 -1 -30 -37 -44 5],31
[31 10 10 -45 0 4 -15 -11 0 40 32 3 -38 37 3 -35 -28 37 0 24 14 -40 0 -23 -50 10 -47 -12 -18 0 11 29 11 31 -7 -5 0 40 26 -34 0 -1 -23 29],40
[0 0],1
[20 0 0 0 -38 0 11 45 0 7 0],10
[-7 -25 16 -15 43 36 17 49 0 -26 0 44 12 0 -40 21 37 15 43 -25 8 36 -30 20 4 -20 -5 -25 0 26 19 0],31
[0 -27 -31 20 -24 0 -27 37 48 39 44 0 -46],11
[10 -39 -24 0 -5 -22 0 15 33 11 39 0 -41 -9 0 -22 32 4 0 14 0 50],20
[6 28 32 44 -16 15 -9 0 -2 10 -18 -33 -43 -16 -25 23 41 -21 24 0 -7 -11 24 -38 3 -41 0 31 35 0 -21 -42 11 45 0],34
[0 3 -43],0
